"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABR45241.1",464.346872173254,4.82688313621125,1.23293932935723,3.91493970650418,9.04268020747015e-05,0.00395176057495021
"AGR57123.1",870.788838474677,4.81011263592724,0.866823869605168,5.54912342009942,2.87105452526391e-08,5.01561348832446e-06
"ACC72866.1",2294.56555962265,-4.80733697810673,0.705636874943509,-6.81276326225382,9.57416270823776e-12,4.10601761028034e-09
"ADT70315.1",331.06308505506,-4.78191765697444,1.11566572920315,-4.28615626688639,1.81791133760817e-05,0.00115535217440475
"AJQ46025.1",505.025084373151,-4.76181988854847,0.617612657460657,-7.71004258255799,1.25775764414695e-14,1.44659280317501e-11
"AEW96231.1",2930.98651716604,4.76016702174054,1.3369246936534,3.56053489350434,0.000370100124605012,0.0116911903281905
"AFZ45346.1",214.243697036365,-4.75870837895012,1.00760199621636,-4.72280562843217,2.32613143443262e-06,0.000233069931954801
"CED82288.1",355.238443900874,-4.75447170722541,1.27178155131474,-3.73843424785518,0.00018516990686411,0.00696189324425346
"AFM17736.1",3347.7430927671,4.75395523385073,1.05207267845962,4.51865667760824,6.22332125729008e-06,0.000504707364657728
"CCH03276.1",395.372749918883,-4.73673585347788,0.910901303598356,-5.20005387495466,1.99230769322157e-07,2.7547192110156e-05
"AGW91096.1",615.048890517673,-4.72997285532083,0.766208466844718,-6.17321924775783,6.69133187861767e-10,1.82054591962003e-07
"AQA03414.1",870.057623210635,4.72685754255692,1.07877579291747,4.38168669856179,1.17764069820475e-05,0.000825932114414503
"ABO26609.1",412.528332603193,4.72259212769197,1.3293205516463,3.55263606046207,0.000381391724927213,0.0120328613663757
"ADZ42419.1",527.976451836269,4.71606105640129,1.54139163183647,3.05961246901439,0.0022162355711552,0.0432362441456746
"AFC30817.1",493.590606048685,-4.71351126797541,0.829527131207641,-5.68216649058048,1.32999092945148e-08,2.56891301434434e-06
"AEA85782.1",1651.98186332623,4.71208527054786,0.766269158596384,6.14938656695937,7.77831914936821e-10,2.09377456847302e-07
"ABD26648.1",910.153594532001,4.70083552446143,0.861579729843524,5.45606559861288,4.86800151086965e-08,7.99837936555421e-06
"AIV41319.1",2514.00024986105,4.69721794165046,1.02995114995601,4.56062206625147,5.10023036973705e-06,0.000434544753388747
"AEJ39452.1",596.681269775228,4.6657934106923,1.25731837282995,3.71090847912342,0.000206516763630036,0.0075528843458121
"ADQ03379.1",404.221331987838,4.65533844739315,0.906806396100535,5.1337732810577,2.83990171129501e-07,3.80201232808982e-05
"ALQ07772.1",218.713749865753,-4.63950288357752,1.12924060560949,-4.10851581189237,3.98209945594433e-05,0.00210862927385897
"AEV26342.1",2283.96711448236,-4.63202289150288,0.884208939160826,-5.23860672105281,1.61793405692731e-07,2.29992053047369e-05
"AFC31829.1",487.97059502041,4.62884664042092,1.2123118222228,3.81819805397411,0.000134429986962548,0.00537358919449186
"AEH00519.1",313.948190349054,4.6205609153342,1.01191437524817,4.56615799553299,4.96744425461589e-06,0.000426072006693376
"ACS21754.1",2429.93767236805,-4.61734152228844,0.986392128758395,-4.68104051894701,2.85422513512324e-06,0.000273968230457002
"ACU08170.1",293.223427877596,-4.60970147583008,0.924431873915802,-4.98652372976263,6.14753590125935e-07,7.51454593766016e-05
"ADE53100.1",103.951323478127,-4.59061901817176,1.17659002820524,-3.90163005645582,9.55471032907159e-05,0.00412564565625424
"AIT61788.1",1587.88480639312,4.59020022158582,1.12360006347158,4.08526162538964,4.40271798673451e-05,0.00226426774834031
"ADG69043.1",555.594976262418,4.58867633225536,1.21022439057595,3.79159135114738,0.00014968506956079,0.00588118216629918
"ACY30855.1",552.211345940759,-4.58377639109585,1.12376342531104,-4.07895139479835,4.52392931536298e-05,0.002310107824593
"AAQ58428.1",3235.95194735597,-4.5816562944175,0.780655238551231,-5.86898808611124,4.38462939157775e-09,9.56416185302515e-07
"AAF53127.1",177.478034790577,-4.57767552065159,0.805473424162506,-5.68321111948696,1.32188920855339e-08,2.56891301434434e-06
"ANU39676.1",334.668818003503,4.57313748297275,1.24081658642304,3.68558700214989,0.000228176115549864,0.0080748814709905
"ABP81441.1",1685.64483103572,4.57026275982796,0.763211759074812,5.98819751593996,2.12179299505422e-09,4.88070255944154e-07
"ABM06664.1",1496.85569823211,-4.56625907324638,0.855413132608333,-5.33807455039053,9.39388351110732e-08,1.42331397893143e-05
"SHO77371.1",191.689091208276,-4.56151693654162,0.772362135464673,-5.90593029757639,3.50662223506166e-09,7.85204092157215e-07
"ADU12950.1",108.785120073079,-4.55222034263318,0.935849673278436,-4.8642644995387,1.14883200687648e-06,0.000127729512627678
"AGB28354.1",730.187112734784,-4.52409451626132,0.651308537197057,-6.94616185399782,3.7535810709922e-12,2.02078429445352e-09
"ACK79240.1",3859.2985312921,4.51430102301421,1.01004578796082,4.46940235464781,7.8438457262513e-06,0.000606950545600418
"AEG47711.1",4482.39182654797,4.50927738240501,1.08332832534311,4.16242913336256,3.14879880136921e-05,0.00176660878206308
"ACY49514.1",1771.73751716916,4.50835829385123,0.696466188664562,6.4731904681486,9.5954869572288e-11,3.11275136511231e-08
"ACE84280.1",1053.60105934092,-4.50254245322195,1.05309486623998,-4.27553357020725,1.90680064610764e-05,0.0011767750426454
"AEG93719.1",2914.99069761205,4.4859094417031,1.10555141381017,4.05762173126156,4.95749784033895e-05,0.0024888803145654
"ADY40389.1",982.979276994919,-4.48465557643984,1.07695784354735,-4.1641886015408,3.12461755357741e-05,0.00175693773240376
"SDS73681.1",6195.18529456402,4.46433247709527,0.641961286560701,6.95420825298186,3.5454754185282e-12,1.95024270684824e-09
"CAP60171.1",604.505490338013,-4.45788416317679,0.803489597816605,-5.548154170621,2.88701253811264e-08,5.01561348832446e-06
"AJE06636.1",54.472970023242,4.45366188161653,1.3731338416526,3.24342882428448,0.00118100313911093,0.0276428539862718
"ANS66191.1",3540.62953700048,-4.44525286077006,0.649661022531091,-6.84241890247821,7.78669890339024e-12,3.78897773754775e-09
"AAN47729.1",82.37017034127,-4.44439665405019,0.95482860973314,-4.65465383917678,3.2452545917722e-06,0.000300786362401509
"ALE59441.1",972.77429235065,-4.44053118941563,0.854277871378499,-5.19799392936423,2.01450705862428e-07,2.7702756578462e-05
"AMQ85331.1",263.394612068977,-4.4370931698769,0.736835617049859,-6.02182232672482,1.72464156526736e-09,4.15605766913906e-07
"AMJ58303.1",3348.49892036036,4.43150835213566,1.15038195462924,3.8522060732115,0.000117058445147063,0.00482398996344648
"AFN75823.1",434.931719878032,4.42801871045123,1.30454406927155,3.39430366114332,0.000688033555598374,0.0185008640353939
"ALV47021.1",850.198721484788,4.42607823752675,1.02569612511223,4.31519446077897,1.59462467910902e-05,0.00104260434768722
"ADH62373.1",535.82441922922,-4.42141487808917,0.97442505436796,-4.53746017538211,5.69357779458488e-06,0.000470799342929351
"AMS14954.1",821.803311572894,-4.41979948715454,0.822492948181226,-5.37366246960295,7.71532221781733e-08,1.22012998798395e-05
"AJC73971.1",225.303324391811,4.41693488948869,1.35197047948959,3.26703501037702,0.00108680239199918,0.025869577539751
"SDG26162.1",444.720538398908,4.41122896738221,1.13735011759874,3.87851453930082,0.0001050962464715,0.00446182940347041
"ADY17919.1",177.696110813607,4.40611730936491,1.18767238219895,3.70987603602187,0.000207360755073696,0.00756133473741788
"BAD40606.1",913.312545564729,4.40091659365831,1.18914315158879,3.70091404704164,0.00021482424040048,0.00772428791439395
"AJE20009.1",2223.64530982033,4.39930080215087,0.72873799010803,6.03687588936966,1.57126476898313e-09,3.85997208248352e-07
"CCB70077.1",817.575316379751,4.39728424001741,1.18531654172133,3.70979741296079,0.000207425159652038,0.00756133473741788
"AAO13692.1",1205.14537282044,4.38586151130995,1.36892640117482,3.20386947577749,0.00135593933738586,0.0303622416405968
"AKE58387.1",5346.04944086623,-4.3782031613107,1.17654692518502,-3.72123122978899,0.000198253798662945,0.00732323484316567
"ABB25903.1",318.757702021216,-4.37819900298107,1.12939638252151,-3.87658316489931,0.000105933612019552,0.00448233810189083
"ADZ82256.1",300.166561156081,-4.37443683013651,1.02211475764315,-4.27979030478273,1.87069484017977e-05,0.00117226453984735
"ACT16262.1",94.6487113306343,4.36121590949684,1.39757997353397,3.12054837081623,0.00180514648627091,0.0372973091226944
"CDR47410.1",765.366246703138,4.35685589482147,1.23686334309751,3.5225038555274,0.000427490823642406,0.0130637684910916
"CCT63073.1",155.605302721122,4.34776584846146,1.05370296585752,4.1261778597379,3.68842052068561e-05,0.00199846048040488
"ACU39097.1",883.587622129732,4.33451954403123,1.13184638230773,3.82960056398602,0.000128351424283727,0.00516323702488258
"AKD53832.1",237.390980484512,4.3307434812032,1.20280965673504,3.60052270694164,0.000317578091061324,0.0104359460235386
"CTQ96552.1",1096.65266122112,4.32793318374927,0.966575120167453,4.47759630208513,7.54881779452307e-06,0.000587716112784053
"AEI97710.1",397.749939827984,4.30532580124375,0.873924436179163,4.92642798737477,8.37464565911633e-07,9.76514558122675e-05
"ACS89078.1",214.74138130353,-4.29304337772879,0.80758174485027,-5.31592424556939,1.06117294468458e-07,1.59826541781868e-05
"AAY51245.1",8501.53580003769,4.29129419039119,0.652362577735958,6.57808147929676,4.76557078670567e-11,1.6518251728221e-08
"AQQ07796.1",475.405877760163,-4.29020144558218,1.08326027380784,-3.96045304098656,7.4807703367802e-05,0.00340442323438039
"AGT95925.1",214.697645187368,-4.28752753948506,1.017398394013,-4.21420710384008,2.50657202625974e-05,0.00145467412799197
"AEH25509.1",189.484643920939,4.2867073534093,1.15032806667132,3.72650853057395,0.00019415050424632,0.00721369240672709
"AJK91787.1",479.072548222068,-4.28118181685239,1.162055460814,-3.68414586155252,0.000229470816298216,0.00810935763239353
"ADE81837.1",246.217181582283,-4.28111487902371,1.01073581975123,-4.23564179221177,2.27899837704681e-05,0.00134282809419955
"ADF61080.1",646.281297120718,-4.27505889082598,0.824635042570374,-5.18418290532584,2.16963933481603e-07,2.96748022101892e-05
"ABD51489.1",2547.88624759799,4.27350783866308,0.620938290607099,6.88233903965695,5.88776762679269e-12,2.92114086785756e-09
"AEG59116.1",181.002305831972,-4.2720586580134,1.14287768399419,-3.73798414112277,0.000185501644625925,0.00696401797324894
"ACH40432.1",633.798578850584,-4.27142031463227,1.15266681571055,-3.70568516106644,0.000210820048318622,0.00766433862443403
"AIE85386.1",891.100267801,-4.26115596768002,0.709806950446507,-6.00326041467968,1.93394058015137e-09,4.57331761678224e-07
"AME07261.1",94.7474065382233,4.25501956571824,1.00057262624905,4.25258442425062,2.11317510530583e-05,0.00126705378411264
"AFC29355.1",854.514254788298,-4.25202511977784,0.664049287802391,-6.40317698984291,1.52176609160432e-10,4.58395802569809e-08
"ACJ31677.1",467.567012446225,4.2495951269788,0.808683613992433,5.25495391949238,1.4806153801216e-07,2.14080062646954e-05
"AGP33178.1",1000.81416946585,4.24872886642285,1.24232049687373,3.41999417792323,0.000626224759523767,0.0172419641895864
"ACL07680.1",865.066265174446,4.2325782003241,0.895238867582823,4.72787582575834,2.2688085860383e-06,0.000229463782930468
"AAM43336.1",8468.18878589406,4.2237570990217,0.658483109458921,6.41437424642886,1.41402454754252e-10,4.31073049716486e-08
"ABS67196.1",2904.9635056622,4.22014006934794,0.963699079952915,4.37910563280202,1.19167362210094e-05,0.000830658888705785
"ADB39231.1",177.128095640515,4.20560147812564,1.21733473779803,3.45476174099238,0.000550779314885619,0.015694109239359
"AHV98773.1",35203.6033500778,4.20505002200166,1.26012301732963,3.33701548513312,0.000846832298734789,0.0215134514607293
